tr1,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
tr14088,29, Private, 193152, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 1408, 40, United-States, <=50K
tr14089,42, Private, 248094, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 1740, 43, United-States, <=50K
tr14090,44, Private, 119281, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
tr14091,73, Self-emp-not-inc, 300404, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 6, United-States, >50K
tr14092,21, Private, 82847, Some-college, 10, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
tr14093,32, Self-emp-inc, 161153, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 1902, 55, United-States, >50K
tr14094,43, Federal-gov, 287008, Masters, 14, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 35, United-States, >50K
tr14095,21, Private, 654141, HS-grad, 9, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 32, United-States, <=50K
tr14096,30, Private, 252646, Some-college, 10, Separated, Transport-moving, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
tr14097,54, Private, 171924, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 48, United-States, <=50K
tr14098,19, Private, 219742, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 15, United-States, <=50K
tr14099,55, State-gov, 153788, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 37, United-States, <=50K
tr14100,20, Private, 60639, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 28, United-States, <=50K
tr14101,53, Private, 96062, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, Greece, <=50K
tr14102,51, Private, 165614, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 55, United-States, >50K
tr14103,33, Private, 159888, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr14104,62, Private, 110586, Some-college, 10, Widowed, Priv-house-serv, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr14105,24, Self-emp-not-inc, 143062, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 30, United-States, <=50K
tr14106,17, Self-emp-inc, 413557, 9th, 5, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr14107,26, Private, 137658, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
tr14108,36, Private, 398931, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr14109,32, Private, 311764, 10th, 6, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 35, United-States, <=50K
tr14110,58, Private, 98725, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
tr14111,38, Private, 140854, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
tr14112,72, Private, 97304, HS-grad, 9, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Male, 2346, 0, 40, ?, <=50K
tr14113,26, Federal-gov, 352768, HS-grad, 9, Divorced, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr14114,45, ?, 27184, HS-grad, 9, Widowed, ?, Unmarried, White, Female, 0, 0, 38, United-States, <=50K
tr14115,72, ?, 237229, Assoc-voc, 11, Widowed, ?, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
tr14116,60, Private, 142494, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 40, United-States, >50K
tr14117,27, Private, 210313, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, Guatemala, <=50K
tr14118,38, Private, 194538, Assoc-voc, 11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 48, United-States, >50K
tr14119,37, Self-emp-inc, 26698, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 1485, 44, United-States, >50K
tr14120,28, Private, 211032, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr14121,38, Self-emp-inc, 107909, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
tr14122,19, Private, 184737, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 1721, 40, United-States, <=50K
tr14123,28, Private, 214689, Bachelors, 13, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 25, United-States, <=50K
tr14124,70, ?, 147558, Bachelors, 13, Divorced, ?, Not-in-family, White, Female, 0, 0, 7, United-States, <=50K
tr14125,40, Self-emp-not-inc, 93793, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
tr14126,26, Private, 247025, Assoc-voc, 11, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr14127,43, Private, 284403, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, Black, Male, 0, 0, 60, United-States, <=50K
tr14128,29, Private, 221977, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
tr14129,25, Federal-gov, 339956, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 40, United-States, <=50K
tr14130,29, Private, 161097, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, >50K
tr14131,60, Private, 223696, 1st-4th, 2, Divorced, Craft-repair, Not-in-family, Other, Male, 0, 0, 38, Dominican-Republic, <=50K
tr14132,31, Private, 234500, Bachelors, 13, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K
tr14133,51, Local-gov, 97005, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr14134,18, Private, 242615, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 15, United-States, <=50K
tr14135,36, Private, 174938, Bachelors, 13, Divorced, Tech-support, Unmarried, White, Male, 0, 0, 20, United-States, <=50K
tr14136,35, Private, 160120, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, >50K
tr14137,48, Private, 193775, Bachelors, 13, Divorced, Adm-clerical, Own-child, White, Male, 0, 0, 38, United-States, >50K
tr14138,78, Self-emp-not-inc, 59583, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 25, United-States, <=50K
tr14139,72, Private, 157913, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 17, United-States, <=50K
tr14140,24, Private, 308205, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr14141,58, ?, 158506, 11th, 7, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 16, United-States, <=50K
tr14142,36, Private, 201769, 11th, 7, Never-married, Protective-serv, Not-in-family, Black, Male, 13550, 0, 40, United-States, >50K
tr14143,48, Private, 330470, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 30, United-States, <=50K
tr14144,28, Private, 184078, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr14145,26, Private, 123384, Masters, 14, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr14146,47, Private, 274720, 5th-6th, 3, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 40, Jamaica, <=50K
tr14147,50, Private, 129673, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, >50K
tr14148,35, Federal-gov, 205584, 5th-6th, 3, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, Mexico, <=50K
tr14149,17, Private, 327127, 11th, 7, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 20, United-States, <=50K
tr14150,41, Private, 225892, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, >50K
tr14151,37, Private, 224886, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 42, United-States, <=50K
tr14152,35, Local-gov, 27763, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
tr14153,56, Private, 73684, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Portugal, <=50K
tr14154,23, Private, 107452, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr14155,33, Private, 23871, Assoc-acdm, 12, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 32, United-States, <=50K
tr14156,79, Self-emp-inc, 309272, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
tr14157,28, Private, 469864, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
tr14158,55, Private, 286230, 11th, 7, Divorced, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K
tr14159,59, State-gov, 186308, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr14160,22, Private, 113062, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr14161,19, Private, 86150, 11th, 7, Never-married, Sales, Own-child, Asian-Pac-Islander, Female, 0, 0, 19, Philippines, <=50K
tr14162,41, Private, 262038, 5th-6th, 3, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male, 0, 0, 35, Mexico, <=50K
tr14163,32, Private, 279231, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, Italy, <=50K
tr14164,67, ?, 188903, 7th-8th, 4, Married-civ-spouse, ?, Husband, White, Male, 2414, 0, 40, United-States, <=50K
tr14165,45, Private, 183786, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
tr14166,61, Private, 339358, 5th-6th, 3, Married-civ-spouse, Farming-fishing, Other-relative, White, Female, 0, 0, 45, Mexico, <=50K
tr14167,34, Private, 287737, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr14168,43, Self-emp-not-inc, 99203, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr14169,35, Private, 113481, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K
tr14170,65, Private, 204042, HS-grad, 9, Divorced, Protective-serv, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
tr14171,24, Private, 43387, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, England, >50K
tr14172,37, Private, 99233, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr14173,34, Self-emp-not-inc, 313729, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr14174,42, Private, 99679, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, >50K
tr14175,18, Private, 169745, 7th-8th, 4, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr14176,43, Federal-gov, 19914, Some-college, 10, Widowed, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 15, United-States, <=50K
tr14177,31, Private, 113543, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, >50K
tr14178,19, Private, 224241, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K
tr14179,40, Self-emp-inc, 137367, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 50, China, <=50K
tr14180,32, Private, 263908, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr14181,32, Local-gov, 203849, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr14182,46, Self-emp-inc, 62546, Doctorate, 16, Separated, Prof-specialty, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
tr14183,40, Private, 197344, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 65, United-States, >50K
tr14184,36, Private, 93225, Bachelors, 13, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
tr14185,33, Private, 187560, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 36, United-States, <=50K
tr14186,23, State-gov, 61743, 5th-6th, 3, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
tr14187,21, Private, 186648, 10th, 6, Separated, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr14188,40, Private, 173321, HS-grad, 9, Married-civ-spouse, Other-service, Wife, Black, Female, 0, 0, 32, United-States, <=50K
tr14189,53, State-gov, 246820, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
tr14190,20, ?, 424034, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 15, United-States, <=50K
tr14191,53, Self-emp-not-inc, 291755, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 72, United-States, <=50K
tr14192,58, Private, 104945, 9th, 5, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 60, United-States, <=50K
tr14193,51, Private, 85423, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, >50K
tr14194,31, Private, 214235, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 65, United-States, <=50K
tr14195,35, Self-emp-not-inc, 278632, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr14196,23, ?, 27415, 11th, 7, Never-married, ?, Own-child, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
tr14197,31, Local-gov, 143392, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
tr14198,21, Private, 277408, Some-college, 10, Never-married, Other-service, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
tr14199,39, Self-emp-not-inc, 336793, Masters, 14, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, >50K
tr14200,36, Private, 184112, Prof-school, 15, Married-civ-spouse, Prof-specialty, Wife, White, Female, 15024, 0, 45, United-States, >50K
tr14201,51, Private, 74660, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
tr14202,18, Private, 395026, 11th, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 12, United-States, <=50K
tr14203,32, Private, 171215, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K
tr14204,56, Private, 121362, Bachelors, 13, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 32, United-States, <=50K
tr14205,35, Private, 409200, Assoc-acdm, 12, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr14206,63, Private, 268965, 12th, 8, Widowed, Sales, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr14207,61, Private, 136262, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
tr14208,23, Private, 141323, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr14209,52, Local-gov, 108083, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
tr14210,19, Private, 82210, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr14211,33, State-gov, 400943, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
tr14212,35, Private, 308489, Bachelors, 13, Married-civ-spouse, Sales, Husband, Black, Male, 0, 0, 50, United-States, <=50K
tr14213,35, Private, 187053, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Female, 0, 0, 60, United-States, >50K
tr14214,38, Private, 75826, Prof-school, 15, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, <=50K
tr14215,23, Private, 413345, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K
tr14216,22, Private, 356567, Assoc-voc, 11, Divorced, Tech-support, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
tr14217,20, Private, 223811, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr14218,19, Private, 159313, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr14219,47, Private, 250170, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, >50K
tr14220,59, Private, 135617, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr14221,38, Private, 187346, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr14222,36, Private, 108103, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr14223,27, Private, 255476, 5th-6th, 3, Never-married, Other-service, Other-relative, White, Male, 0, 0, 40, Mexico, <=50K
tr14224,24, Private, 68577, Assoc-voc, 11, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr14225,22, State-gov, 264102, Some-college, 10, Never-married, Other-service, Other-relative, Black, Male, 0, 0, 39, Haiti, <=50K
tr14226,37, Private, 167777, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 52, United-States, <=50K
