tst1,56, Local-gov, 216851, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States,?
tst1045,17, ?, 151141, 10th, 6, Never-married, ?, Own-child, White, Male, 0, 0, 30, United-States,?
tst1046,43, Private, 248094, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst1047,55, Private, 223127, 9th, 5, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States,?
tst1048,56, Private, 149686, 9th, 5, Widowed, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1049,55, Self-emp-not-inc, 184702, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst1050,33, Private, 188352, Masters, 14, Never-married, Prof-specialty, Not-in-family, Black, Male, 0, 0, 50, United-States,?
tst1051,51, Private, 29887, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 44, United-States,?
tst1052,30, Private, 191777, Some-college, 10, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, ?,?
tst1053,44, Local-gov, 193882, Assoc-voc, 11, Never-married, Tech-support, Not-in-family, White, Male, 0, 1340, 40, United-States,?
tst1054,52, Local-gov, 146565, Assoc-acdm, 12, Divorced, Other-service, Not-in-family, White, Female, 4865, 0, 30, United-States,?
tst1055,52, Private, 163998, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 99999, 0, 45, United-States,?
tst1056,42, Private, 230684, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 5013, 0, 40, United-States,?
tst1057,35, Private, 185556, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1887, 40, United-States,?
tst1058,46, Private, 249686, Prof-school, 15, Separated, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst1059,59, Local-gov, 105866, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 30, United-States,?
tst1060,23, Private, 227594, 12th, 8, Never-married, Machine-op-inspct, Own-child, White, Female, 0, 0, 40, United-States,?
tst1061,52, Private, 92968, Bachelors, 13, Separated, Exec-managerial, Unmarried, White, Female, 0, 0, 40, ?,?
tst1062,30, Private, 122889, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 50, India,?
tst1063,42, Local-gov, 177937, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, ?,?
tst1064,19, Private, 106273, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 38, United-States,?
tst1065,46, Private, 405309, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst1066,58, Private, 147707, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 60, United-States,?
tst1067,28, Private, 31842, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States,?
tst1068,47, Self-emp-not-inc, 158451, Some-college, 10, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 45, United-States,?
tst1069,44, Private, 291568, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, Other, Male, 0, 0, 40, United-States,?
tst1070,38, Private, 108907, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, White, Male, 0, 0, 40, ?,?
tst1071,20, Private, 256504, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 6, United-States,?
tst1072,20, State-gov, 432052, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 15, United-States,?
tst1073,42, Private, 185267, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 32, United-States,?
tst1074,77, ?, 174887, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 6, United-States,?
tst1075,31, Private, 289731, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1076,51, ?, 147015, Some-college, 10, Divorced, ?, Not-in-family, Black, Male, 0, 0, 50, United-States,?
tst1077,55, Federal-gov, 169133, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Male, 0, 0, 40, United-States,?
tst1078,41, State-gov, 48997, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States,?
tst1079,58, Self-emp-inc, 143266, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst1080,48, ?, 355890, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 55, United-States,?
tst1081,37, Private, 709445, HS-grad, 9, Separated, Craft-repair, Other-relative, Black, Male, 0, 0, 40, United-States,?
tst1082,37, Private, 270059, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 25236, 0, 25, United-States,?
tst1083,29, Private, 175738, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States,?
tst1084,37, Self-emp-inc, 188774, 11th, 7, Married-spouse-absent, Sales, Not-in-family, White, Male, 0, 0, 60, ?,?
tst1085,28, Private, 270887, Assoc-acdm, 12, Never-married, Sales, Not-in-family, White, Male, 0, 0, 65, United-States,?
tst1086,27, Private, 176514, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1087,43, Private, 281138, HS-grad, 9, Separated, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1088,38, Self-emp-not-inc, 423616, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 24, United-States,?
tst1089,31, Private, 150324, 11th, 7, Divorced, Farming-fishing, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst1090,35, Private, 108946, HS-grad, 9, Divorced, Tech-support, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1091,71, ?, 45801, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 70, United-States,?
tst1092,45, Private, 357540, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 2002, 55, United-States,?
tst1093,34, Private, 169527, Some-college, 10, Married-civ-spouse, Sales, Wife, White, Female, 4386, 0, 20, United-States,?
tst1094,36, Self-emp-inc, 186035, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States,?
tst1095,69, ?, 168794, 7th-8th, 4, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 48, United-States,?
tst1096,34, Private, 191856, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 7298, 0, 40, United-States,?
tst1097,57, Private, 178353, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States,?
tst1098,68, ?, 192052, Some-college, 10, Married-civ-spouse, ?, Wife, White, Female, 0, 2457, 40, United-States,?
tst1099,20, Private, 258430, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 19, United-States,?
tst1100,62, Private, 143312, Some-college, 10, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 60, United-States,?
tst1101,37, Private, 179088, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1102,31, Private, 36069, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 35, United-States,?
tst1103,22, Private, 208946, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1104,56, Private, 190257, 7th-8th, 4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States,?
tst1105,46, Private, 201699, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1106,17, Private, 171080, 12th, 8, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 20, United-States,?
tst1107,71, Local-gov, 303860, Masters, 14, Widowed, Exec-managerial, Not-in-family, White, Male, 2050, 0, 20, United-States,?
tst1108,36, Private, 41017, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 52, United-States,?
tst1109,21, Private, 202214, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1110,65, Private, 94552, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1111,30, ?, 411560, HS-grad, 9, Married-civ-spouse, ?, Husband, Black, Male, 0, 0, 40, United-States,?
tst1112,34, Self-emp-not-inc, 192259, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 35, United-States,?
tst1113,42, Private, 127314, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 45, United-States,?
tst1114,48, Private, 395368, Some-college, 10, Divorced, Handlers-cleaners, Other-relative, Black, Male, 0, 0, 40, United-States,?
tst1115,28, Private, 239130, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst1116,55, Local-gov, 173090, Masters, 14, Widowed, Prof-specialty, Unmarried, White, Female, 0, 0, 45, United-States,?
tst1117,46, Private, 423222, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 3103, 0, 60, United-States,?
tst1118,54, Private, 53833, 5th-6th, 3, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst1119,36, Private, 166606, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1120,44, Private, 105936, Assoc-acdm, 12, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1121,67, ?, 81761, Masters, 14, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 2, United-States,?
tst1122,28, Private, 27044, Assoc-acdm, 12, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 43, United-States,?
tst1123,23, Private, 140764, Assoc-voc, 11, Never-married, Other-service, Own-child, White, Female, 0, 0, 15, United-States,?
tst1124,44, Local-gov, 190020, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States,?
tst1125,31, Private, 397467, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1126,18, Local-gov, 152182, 10th, 6, Never-married, Protective-serv, Own-child, White, Female, 0, 0, 6, United-States,?
tst1127,37, Private, 175643, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 30, United-States,?
tst1128,41, Private, 45156, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 2174, 0, 41, United-States,?
tst1129,27, Private, 209801, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 45, ?,?
tst1130,53, Private, 155963, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 30, United-States,?
tst1131,22, Private, 162667, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 50, Portugal,?
tst1132,53, Private, 304353, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 36, United-States,?
tst1133,29, Private, 173611, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States,?
tst1134,31, Private, 193477, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States,?
tst1135,38, Self-emp-not-inc, 403391, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States,?
tst1136,28, ?, 161290, Some-college, 10, Never-married, ?, Own-child, Black, Female, 0, 0, 40, United-States,?
tst1137,46, Private, 155489, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 44, United-States,?
tst1138,17, Private, 566049, 10th, 6, Never-married, Other-service, Own-child, White, Male, 0, 0, 8, United-States,?
tst1139,39, Self-emp-inc, 143123, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 2415, 40, United-States,?
tst1140,39, Private, 123983, Bachelors, 13, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, China,?
tst1141,28, Private, 272913, 10th, 6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 30, Mexico,?
tst1142,21, Private, 145389, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 25, United-States,?
tst1143,28, Local-gov, 168524, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 7688, 0, 35, United-States,?
tst1144,29, Private, 146949, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 43, United-States,?
tst1145,55, Self-emp-not-inc, 95149, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 99, United-States,?
tst1146,47, Federal-gov, 168109, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 70, United-States,?
tst1147,40, Private, 145160, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 43, United-States,?
tst1148,36, Private, 116138, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Cambodia,?
tst1149,40, Private, 214891, Bachelors, 13, Married-spouse-absent, Transport-moving, Own-child, Other, Male, 0, 0, 45, ?,?
tst1150,49, Private, 87928, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 5013, 0, 40, United-States,?
tst1151,20, Private, 70708, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 60, United-States,?
tst1152,22, Private, 223019, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 20, United-States,?
tst1153,30, ?, 58798, 7th-8th, 4, Widowed, ?, Not-in-family, White, Female, 0, 0, 44, United-States,?
tst1154,32, Private, 90969, Assoc-voc, 11, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States,?
tst1155,34, Private, 157446, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 45, United-States,?
tst1156,21, Private, 202871, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 20, United-States,?
tst1157,56, Private, 220187, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States,?
tst1158,20, ?, 129240, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 25, United-States,?
tst1159,58, Private, 41374, HS-grad, 9, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States,?
tst1160,30, Private, 118056, Some-college, 10, Married-spouse-absent, Exec-managerial, Unmarried, White, Female, 0, 0, 45, United-States,?
tst1161,19, ?, 200790, 12th, 8, Married-civ-spouse, ?, Other-relative, White, Female, 15024, 0, 40, United-States,?
tst1162,69, State-gov, 50468, Prof-school, 15, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 34, United-States,?
tst1163,64, Private, 22186, Some-college, 10, Widowed, Tech-support, Not-in-family, White, Female, 0, 0, 35, United-States,?
tst1164,51, Private, 138358, 10th, 6, Divorced, Craft-repair, Not-in-family, Black, Female, 0, 0, 35, United-States,?
tst1165,23, Private, 520759, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 30, United-States,?
tst1166,30, Private, 170065, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1167,33, Private, 108328, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 6849, 0, 50, United-States,?
tst1168,47, Self-emp-inc, 186410, Prof-school, 15, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 60, United-States,?
tst1169,23, Private, 197613, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1170,38, Self-emp-not-inc, 133299, Assoc-acdm, 12, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst1171,40, Private, 51290, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States,?
tst1172,23, Private, 293565, 10th, 6, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1173,65, Private, 171584, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1174,68, Private, 236943, 9th, 5, Divorced, Farming-fishing, Not-in-family, Black, Male, 0, 0, 20, United-States,?
tst1175,46, ?, 81136, Assoc-voc, 11, Divorced, ?, Unmarried, White, Male, 0, 0, 30, United-States,?
tst1176,22, Private, 59184, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 45, United-States,?
tst1177,49, Self-emp-not-inc, 181307, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 65, United-States,?
tst1178,52, Self-emp-inc, 134854, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst1179,49, ?, 171411, 9th, 5, Divorced, ?, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1180,23, Private, 122272, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Female, 0, 0, 40, United-States,?
tst1181,29, Self-emp-not-inc, 96718, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 37, United-States,?
tst1182,37, Private, 178948, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 7688, 0, 45, United-States,?
tst1183,51, Private, 173987, 9th, 5, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst1184,19, ?, 440417, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 15, United-States,?
tst1185,20, Private, 179423, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Female, 0, 0, 8, United-States,?
tst1186,21, Private, 148444, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 25, United-States,?
tst1187,76, Private, 199949, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 20051, 0, 50, United-States,?
